POINTID,NUTS_0,Lucas2009,Lucas2012,Lucas2015,Lucas2018,Coarse,Clay,Sand,Silt,PSDAvailable,TextureFromSurvey,USDA,ISSS
57182484,BG,NO,YES,YES,YES,,43,2,55,Yes,2012,silty clay,silty clay
57182452,BG,NO,YES,YES,YES,,42,1,57,Yes,2012,silty clay,silty clay
57182422,BG,NO,YES,YES,YES,54,51,4,45,Yes,2012,silty clay,silty clay
57182340,BG,NO,YES,NO,NO,,10,10,80,Yes,2012,silt,silty loam
57182332,BG,NO,YES,YES,NO,,48,20,32,Yes,2012,clay,silty clay
57181462,EL,NO,NO,NO,YES,,,,,No,,,
57162660,RO,NO,YES,NO,YES,9,40,16,44,Yes,2012,silty clay loam,silty clay loam
57162522,RO,NO,YES,YES,NO,,21,4,75,Yes,2012,silt loam,silty loam
57162414,BG,NO,YES,NO,NO,,19,19,62,Yes,2012,silt loam,silty loam
57162364,BG,NO,YES,YES,YES,,35,41,24,Yes,2012,clay loam,clay loam
57162360,BG,NO,YES,NO,NO,,51,17,32,Yes,2012,clay,silty clay
57162324,BG,NO,YES,YES,NO,,49,28,23,Yes,2012,clay,clay
57162300,BG,NO,YES,YES,YES,,48,20,32,Yes,2012,clay,silty clay
57161464,EL,YES,NO,NO,NO,45,19,43,38,Yes,2009,loam,silty loam
57142692,RO,NO,YES,YES,NO,,21,0,79,Yes,2012,silt loam,silty loam
57142566,RO,NO,YES,YES,NO,1,15,23,62,Yes,2012,silt loam,silty loam
57142488,RO,NO,YES,YES,NO,19,19,2,79,Yes,2012,silt loam,silty loam
57142470,BG,NO,YES,NO,NO,,38,1,61,Yes,2012,silty clay loam,silty clay loam
57142440,BG,NO,YES,YES,YES,,51,1,48,Yes,2012,silty clay,silty clay
57142286,BG,NO,YES,YES,YES,,3,84,13,Yes,2012,loamy sand,loamy sand
57141468,EL,YES,NO,YES,YES,25,13,41,46,Yes,2009,loam,silty loam
57122654,RO,NO,YES,NO,NO,,15,4,81,Yes,2012,silt loam,silty loam
57122608,RO,NO,YES,NO,NO,,17,3,80,Yes,2012,silt loam,silty loam
57122582,RO,NO,YES,YES,NO,,41,17,42,Yes,2012,silty clay,silty clay
57122510,RO,NO,YES,YES,NO,35,23,7,70,Yes,2012,silt loam,silty loam
57122482,BG,NO,YES,YES,NO,,46,2,52,Yes,2012,silty clay,silty clay
57122438,BG,NO,YES,YES,YES,,45,1,54,Yes,2012,silty clay,silty clay
57122392,BG,NO,YES,NO,YES,,10,4,86,Yes,2012,silt,silty loam
57122348,BG,NO,YES,YES,YES,,3,53,44,Yes,2012,sandy loam,silty loam
57122330,BG,NO,YES,YES,YES,,10,41,49,Yes,2012,loam,silty loam
57122302,BG,NO,YES,YES,YES,,53,26,21,Yes,2012,clay,clay
57122276,BG,NO,YES,NO,NO,,20,57,23,Yes,2012,sandy loam,loam
57121474,EL,YES,NO,YES,YES,12,25,20,55,Yes,2009,silt loam,silty loam
57102668,RO,NO,YES,NO,YES,11,59,5,36,Yes,2012,clay,silty clay
57102642,RO,NO,YES,NO,YES,34,73,8,19,Yes,2012,clay,clay
57102620,RO,NO,YES,NO,NO,36,55,5,40,Yes,2012,clay,silty clay
57102596,RO,NO,YES,YES,NO,9,17,7,76,Yes,2012,silt loam,silty loam
57102530,RO,NO,YES,NO,YES,24,15,4,81,Yes,2012,silt loam,silty loam
57102470,BG,NO,YES,YES,YES,,45,1,54,Yes,2012,silty clay,silty clay
57102386,BG,NO,YES,YES,YES,,50,3,47,Yes,2012,silty clay,silty clay
57102368,BG,NO,YES,YES,YES,,39,12,49,Yes,2012,silty clay loam,silty clay loam
57102308,BG,NO,YES,NO,NO,1,55,15,30,Yes,2012,clay,silty clay
57102282,BG,NO,YES,YES,YES,,11,64,25,Yes,2012,sandy loam,silty loam
57082676,RO,NO,YES,YES,NO,12,54,13,33,Yes,2012,clay,silty clay
57082654,RO,NO,YES,YES,YES,,44,3,52,Yes,2012,silty clay,silty clay
57082592,RO,NO,YES,NO,YES,,61,8,31,Yes,2012,clay,silty clay
57082582,RO,NO,YES,YES,NO,,8,80,12,Yes,2012,loamy sand,loamy sand
57082532,RO,NO,YES,YES,NO,,63,6,31,Yes,2012,clay,silty clay
57082430,BG,NO,YES,YES,YES,2,39,1,60,Yes,2012,silty clay loam,silty clay loam
57082394,BG,NO,YES,YES,YES,,17,19,64,Yes,2012,silt loam,silty loam
57082268,BG,NO,YES,NO,NO,,22,46,32,Yes,2012,loam,silty loam
57081488,EL,YES,NO,YES,YES,21,41,12,47,Yes,2009,silty clay,silty clay
57081466,EL,NO,NO,YES,YES,18,23,41,37,Yes,2015,loam,silty loam
57062714,RO,NO,YES,YES,YES,,38,51,11,Yes,2012,sandy clay,clay
57062656,RO,NO,YES,YES,YES,1,9,10,81,Yes,2012,silt,silty loam
57062632,RO,NO,YES,NO,YES,3,58,11,31,Yes,2012,clay,silty clay
57062620,RO,NO,YES,YES,YES,4,49,7,44,Yes,2012,silty clay,silty clay
57062596,RO,NO,YES,YES,NO,21,20,4,76,Yes,2012,silt loam,silty loam
57062512,RO,NO,YES,NO,NO,,28,5,67,Yes,2012,silty clay loam,silty clay loam
57062494,RO,NO,YES,YES,NO,26,51,10,39,Yes,2012,clay,silty clay
57062416,BG,NO,YES,YES,YES,62,18,24,58,Yes,2012,silt loam,silty loam
57062390,BG,NO,YES,YES,YES,,19,14,67,Yes,2012,silt loam,silty loam
57062336,BG,NO,YES,YES,YES,6,11,8,81,Yes,2012,silt,silty loam
57061468,EL,NO,NO,NO,YES,,,,,No,,,
57042762,RO,NO,YES,YES,NO,13,22,7,71,Yes,2012,silt loam,silty loam
57042730,RO,NO,YES,YES,YES,27,40,29,31,Yes,2012,clay loam,silty clay loam
57042700,RO,NO,YES,YES,YES,,23,69,8,Yes,2012,sandy clay loam,sandy clay loam
57042556,RO,NO,YES,YES,NO,2,23,13,64,Yes,2012,silt loam,silty loam
57042376,BG,NO,YES,YES,YES,26,48,12,40,Yes,2012,clay,silty clay
57042286,BG,NO,YES,NO,NO,23,48,19,33,Yes,2012,clay,silty clay
57022742,RO,NO,YES,YES,NO,12,48,20,32,Yes,2012,clay,silty clay
57022612,RO,NO,YES,NO,NO,,65,16,19,Yes,2012,clay,clay
57022508,RO,NO,YES,YES,NO,1,62,8,30,Yes,2012,clay,silty clay
57022486,BG,NO,YES,YES,YES,,41,2,57,Yes,2012,silty clay,silty clay
57022472,BG,NO,YES,NO,NO,,5,3,92,Yes,2012,silt,silty loam
57022450,BG,NO,YES,YES,YES,,45,1,54,Yes,2012,silty clay,silty clay
57022414,BG,NO,YES,YES,YES,,17,15,68,Yes,2012,silt loam,silty loam
57022320,BG,NO,YES,YES,YES,12,54,10,36,Yes,2012,clay,silty clay
57022266,BG,NO,YES,YES,YES,,31,33,36,Yes,2012,clay loam,silty clay loam
57021478,EL,YES,NO,YES,YES,31,29,20,52,Yes,2009,silty clay loam,silty clay loam
57002722,RO,NO,YES,YES,NO,3,6,35,59,Yes,2012,silt loam,silty loam
57002658,RO,NO,YES,YES,YES,21,25,28,47,Yes,2012,loam,silty loam
57002566,RO,NO,YES,NO,NO,1,57,5,38,Yes,2012,clay,silty clay
57002452,BG,NO,YES,YES,YES,,49,1,50,Yes,2012,silty clay,silty clay
57002272,BG,NO,YES,NO,NO,,11,26,63,Yes,2012,silt loam,silty loam
57002188,EL,YES,NO,YES,YES,11,15,57,28,Yes,2009,sandy loam,silty loam
57001486,EL,YES,NO,YES,YES,22,32,13,56,Yes,2009,silty clay loam,silty clay loam
56982778,RO,NO,YES,YES,YES,,36,21,43,Yes,2012,clay loam,silty clay loam
56982774,RO,NO,YES,YES,YES,,45,39,16,Yes,2012,clay,clay
56982588,RO,NO,YES,YES,NO,5,9,34,57,Yes,2012,silt loam,silty loam
56982544,RO,NO,YES,NO,NO,,37,39,24,Yes,2012,clay loam,clay loam
56982310,BG,NO,YES,NO,NO,,59,4,37,Yes,2012,clay,silty clay
56982288,BG,NO,YES,YES,NO,2,42,23,35,Yes,2012,clay,silty clay
56982274,BG,NO,YES,NO,NO,6,12,76,12,Yes,2012,sandy loam,loam
56982198,EL,NO,NO,NO,YES,,,,,No,,,
56982192,EL,YES,NO,NO,NO,30,16,62,22,Yes,2009,sandy loam,loam
56981490,EL,NO,NO,YES,YES,20,38,9,53,Yes,2015,silty clay loam,silty clay loam
56962782,RO,NO,YES,YES,YES,29,69,7,24,Yes,2012,clay,clay
56962772,RO,NO,YES,YES,NO,29,10,18,72,Yes,2012,silt loam,silty loam
56962686,RO,NO,YES,YES,NO,12,52,21,27,Yes,2012,clay,silty clay
56962584,RO,NO,YES,NO,NO,,31,37,32,Yes,2012,clay loam,silty clay loam
56962458,BG,NO,YES,YES,YES,,60,0,40,Yes,2012,clay,silty clay
56962314,BG,NO,YES,YES,YES,10,7,6,87,Yes,2012,silt,silty loam
56961498,EL,YES,NO,YES,YES,12,25,16,59,Yes,2009,silt loam,silty loam
56961468,EL,YES,NO,NO,NO,20,23,29,48,Yes,2009,loam,silty loam
56942608,RO,NO,YES,NO,YES,31,27,39,34,Yes,2012,loam,silty clay loam
56942550,RO,NO,YES,NO,NO,,4,5,91,Yes,2012,silt,silty loam
56942518,RO,NO,YES,YES,YES,,40,11,48,Yes,2012,silty clay loam,silty clay loam
56942392,BG,NO,YES,NO,NO,,19,8,73,Yes,2012,silt loam,silty loam
56942334,BG,NO,YES,YES,YES,,43,18,39,Yes,2012,clay,silty clay
56942194,EL,YES,NO,YES,YES,17,25,34,40,Yes,2009,loam,silty loam
56922722,RO,NO,YES,YES,NO,1,40,29,31,Yes,2012,clay loam,silty clay loam
56922704,RO,NO,YES,NO,YES,4,5,30,65,Yes,2012,silt loam,silty loam
56922692,RO,NO,YES,YES,NO,14,55,22,23,Yes,2012,clay,clay
56922668,RO,NO,YES,NO,YES,6,53,4,43,Yes,2012,silty clay,silty clay
56922638,RO,NO,YES,NO,NO,63,51,17,32,Yes,2012,clay,silty clay
56922596,RO,NO,YES,NO,YES,,54,12,34,Yes,2012,clay,silty clay
56922578,RO,NO,YES,YES,NO,3,40,20,40,Yes,2012,silty clay loam,silty clay loam
56922560,RO,NO,YES,YES,NO,6,51,6,43,Yes,2012,silty clay,silty clay
56922416,BG,NO,YES,YES,YES,,21,8,71,Yes,2012,silt loam,silty loam
56922404,BG,NO,YES,YES,YES,,49,1,50,Yes,2012,silty clay,silty clay
56922264,BG,NO,YES,YES,YES,5,36,46,18,Yes,2012,sandy clay,clay loam
56922206,EL,YES,NO,YES,YES,13,13,41,46,Yes,2009,loam,silty loam
56922188,EL,YES,NO,YES,YES,18,39,22,40,Yes,2009,clay loam,silty clay loam
56902744,RO,NO,YES,YES,YES,,52,30,18,Yes,2012,clay,clay
56902700,RO,NO,YES,YES,YES,42,46,39,15,Yes,2012,clay,clay
56902664,RO,NO,YES,YES,YES,6,44,12,44,Yes,2012,silty clay,silty clay
56902622,RO,NO,YES,NO,NO,5,20,13,67,Yes,2012,silt loam,silty loam
56902496,RO,NO,YES,YES,NO,69,74,1,25,Yes,2012,clay,clay
56902442,BG,NO,YES,YES,NO,,48,1,51,Yes,2012,silty clay,silty clay
56902286,BG,NO,YES,NO,NO,27,61,5,34,Yes,2012,clay,silty clay
56902276,BG,NO,YES,NO,YES,,56,17,27,Yes,2012,clay,silty clay
56902250,BG,NO,YES,YES,YES,24,50,9,41,Yes,2012,silty clay,silty clay
56901488,EL,YES,NO,YES,YES,20,30,30,40,Yes,2009,clay loam,silty clay loam
56901476,EL,YES,NO,NO,NO,14,9,74,17,Yes,2009,sandy loam,loamy sand
56882794,RO,NO,YES,YES,NO,1,19,26,55,Yes,2012,silt loam,silty loam
56882768,RO,NO,YES,NO,YES,1,62,9,29,Yes,2012,clay,silty clay
56882530,RO,NO,YES,NO,NO,,50,15,35,Yes,2012,clay,silty clay
56882470,BG,NO,YES,YES,NO,,47,1,52,Yes,2012,silty clay,silty clay
56882134,EL,YES,NO,YES,YES,21,65,11,24,Yes,2009,clay,clay
56881472,EL,NO,NO,NO,YES,,,,,No,,,
56862754,RO,NO,YES,YES,YES,,37,58,5,Yes,2012,sandy clay,clay
56862736,RO,NO,YES,YES,NO,22,46,30,24,Yes,2012,clay,clay
56862730,RO,NO,YES,YES,YES,5,36,50,14,Yes,2012,sandy clay,clay
56862538,RO,NO,YES,NO,YES,,50,8,42,Yes,2012,silty clay,silty clay
56862438,BG,NO,YES,YES,YES,43,41,1,58,Yes,2012,silty clay,silty clay
56862420,BG,NO,YES,YES,YES,,49,2,49,Yes,2012,silty clay,silty clay
56862330,BG,NO,YES,YES,YES,75,21,60,19,Yes,2012,sandy clay loam,loam
56862298,BG,NO,YES,YES,YES,18,57,9,34,Yes,2012,clay,silty clay
56861470,EL,YES,NO,YES,YES,20,18,48,34,Yes,2009,loam,silty loam
56842806,RO,NO,YES,YES,NO,,50,31,19,Yes,2012,clay,clay
56842782,RO,NO,YES,NO,YES,,32,48,20,Yes,2012,sandy clay loam,clay loam
56842734,RO,NO,YES,YES,YES,,32,51,17,Yes,2012,sandy clay loam,clay loam
56842716,RO,NO,YES,YES,YES,,29,61,10,Yes,2012,sandy clay loam,clay loam
56842706,RO,NO,YES,YES,YES,1,25,46,29,Yes,2012,loam,silty loam
56842702,RO,NO,NO,NO,YES,,,,,No,,,
56842684,RO,NO,YES,YES,NO,59,9,28,63,Yes,2012,silt loam,silty loam
56842666,RO,NO,YES,YES,YES,21,56,14,30,Yes,2012,clay,silty clay
56842554,RO,NO,YES,NO,NO,5,52,4,44,Yes,2012,silty clay,silty clay
56842490,BG,NO,YES,YES,YES,,6,5,89,Yes,2012,silt,silty loam
56842364,BG,NO,YES,YES,YES,43,7,7,86,Yes,2012,silt,silty loam
56842342,BG,NO,YES,YES,NO,,25,38,37,Yes,2012,loam,silty loam
56842320,BG,NO,YES,YES,YES,,36,28,36,Yes,2012,clay loam,silty clay loam
56842292,BG,NO,YES,YES,YES,,20,13,67,Yes,2012,silt loam,silty loam
56842256,BG,NO,YES,YES,YES,,17,74,9,Yes,2012,sandy loam,sandy loam
56842176,EL,YES,NO,YES,YES,8,41,26,33,Yes,2009,clay,silty clay
56822746,RO,NO,YES,NO,YES,5,39,39,22,Yes,2012,clay loam,clay
56822638,RO,NO,YES,YES,NO,44,72,2,26,Yes,2012,clay,silty clay
56822584,RO,NO,YES,YES,NO,,33,23,44,Yes,2012,clay loam,silty clay loam
56822578,RO,NO,YES,YES,YES,,58,18,24,Yes,2012,clay,clay
56822506,RO,NO,YES,YES,NO,33,53,3,44,Yes,2012,silty clay,silty clay
56822422,BG,NO,YES,YES,YES,,42,1,57,Yes,2012,silty clay,silty clay
56822416,BG,NO,YES,YES,YES,,25,11,64,Yes,2012,silt loam,silty loam
56822398,BG,NO,YES,YES,YES,,19,6,75,Yes,2012,silt loam,silty loam
56822134,EL,YES,NO,YES,YES,36,32,41,27,Yes,2009,clay loam,silty clay loam
56821494,EL,YES,NO,NO,NO,15,23,14,63,Yes,2009,silt loam,silty loam
56802796,RO,NO,YES,YES,YES,23,35,38,27,Yes,2012,clay loam,silty clay loam
56802760,RO,NO,YES,NO,YES,,37,38,25,Yes,2012,clay loam,silty clay loam
56802702,RO,NO,YES,NO,NO,7,43,36,21,Yes,2012,clay,clay
56802630,RO,NO,YES,YES,NO,85,8,3,89,Yes,2012,silt,silty loam
56802616,RO,NO,YES,YES,NO,,54,12,34,Yes,2012,clay,silty clay
56802486,BG,NO,YES,YES,YES,48,38,2,60,Yes,2012,silty clay loam,silty clay loam
56802414,BG,NO,YES,YES,YES,13,52,1,47,Yes,2012,silty clay,silty clay
56802342,BG,NO,YES,YES,YES,55,36,27,37,Yes,2012,clay loam,silty clay loam
56802310,BG,NO,YES,YES,YES,,50,11,39,Yes,2012,clay,silty clay
56802234,BG,NO,YES,YES,YES,,29,38,33,Yes,2012,clay loam,silty clay loam
56802210,EL,YES,NO,YES,YES,10,52,12,36,Yes,2009,clay,silty clay
56802180,EL,YES,NO,YES,YES,11,54,5,41,Yes,2009,silty clay,silty clay
56802166,EL,YES,NO,YES,YES,13,10,61,28,Yes,2009,sandy loam,silty loam
56801500,EL,NO,NO,NO,YES,,,,,No,,,
56782776,RO,NO,YES,YES,YES,,33,45,22,Yes,2012,sandy clay loam,clay loam
56782772,RO,NO,YES,NO,NO,2,23,69,8,Yes,2012,sandy clay loam,sandy clay loam
56782440,BG,NO,YES,YES,YES,,46,1,53,Yes,2012,silty clay,silty clay
56782386,BG,NO,YES,YES,YES,,17,3,80,Yes,2012,silt loam,silty loam
56782268,BG,NO,YES,YES,YES,61,20,64,16,Yes,2012,sandy loam,loam
56782152,EL,YES,NO,YES,YES,24,19,60,20,Yes,2009,sandy loam,loam
56781468,EL,YES,NO,NO,NO,19,16,37,47,Yes,2009,loam,silty loam
56762816,RO,NO,YES,YES,YES,8,10,10,80,Yes,2012,silt,silty loam
56762744,RO,NO,YES,YES,YES,,11,50,39,Yes,2012,loam,silty loam
56762726,RO,NO,YES,YES,YES,,49,30,21,Yes,2012,clay,clay
56762676,RO,NO,YES,NO,YES,37,45,14,41,Yes,2012,silty clay,silty clay
56762654,RO,NO,YES,YES,YES,8,10,46,44,Yes,2012,loam,silty loam
56762564,RO,NO,YES,YES,NO,,38,9,53,Yes,2012,silty clay loam,silty clay loam
56762546,RO,NO,YES,NO,NO,,51,6,43,Yes,2012,silty clay,silty clay
56762532,RO,NO,YES,YES,NO,,52,12,36,Yes,2012,clay,silty clay
56762518,RO,NO,YES,YES,NO,,66,4,30,Yes,2012,clay,silty clay
56762298,BG,NO,YES,YES,NO,,55,14,31,Yes,2012,clay,silty clay
56762266,BG,NO,YES,YES,NO,10,22,46,32,Yes,2012,loam,silty loam
56762248,BG,NO,YES,YES,NO,,21,58,21,Yes,2012,sandy clay loam,loam
56762190,EL,YES,NO,YES,YES,21,41,30,28,Yes,2009,clay,silty clay
56762172,EL,YES,NO,YES,YES,12,23,58,19,Yes,2009,sandy clay loam,loam
56762132,EL,YES,NO,YES,YES,13,16,63,21,Yes,2009,sandy loam,loam
56742782,RO,NO,YES,YES,YES,18,53,22,25,Yes,2012,clay,clay
56742768,RO,NO,YES,NO,YES,2,66,16,18,Yes,2012,clay,clay
56742596,RO,NO,YES,YES,NO,1,53,6,41,Yes,2012,silty clay,silty clay
56742470,BG,NO,YES,NO,YES,1,43,1,56,Yes,2012,silty clay,silty clay
56742462,BG,NO,YES,YES,YES,,30,25,45,Yes,2012,clay loam,silty clay loam
56742296,BG,NO,YES,YES,NO,,6,21,73,Yes,2012,silt loam,silty loam
56742272,BG,NO,YES,YES,YES,61,44,20,36,Yes,2012,clay,silty clay
56742246,BG,NO,YES,YES,YES,9,13,66,21,Yes,2012,sandy loam,loam
56722766,RO,NO,YES,YES,YES,,14,77,9,Yes,2012,sandy loam,sandy loam
56722700,RO,NO,YES,YES,NO,,61,13,26,Yes,2012,clay,silty clay
56722664,RO,NO,YES,YES,YES,51,21,1,78,Yes,2012,silt loam,silty loam
56722646,RO,NO,YES,YES,YES,52,12,11,77,Yes,2012,silt loam,silty loam
56722600,RO,NO,YES,YES,YES,,69,10,21,Yes,2012,clay,clay
56722496,RO,NO,YES,NO,YES,60,10,21,69,Yes,2012,silt loam,silty loam
56722388,BG,NO,YES,YES,NO,,61,37,2,Yes,2012,clay,clay
56722276,BG,NO,YES,YES,YES,63,6,68,26,Yes,2012,sandy loam,silty loam
56722160,EL,YES,NO,YES,YES,10,13,69,19,Yes,2009,sandy loam,loam
56702736,RO,NO,YES,YES,YES,46,30,23,47,Yes,2012,clay loam,silty clay loam
56702720,RO,NO,YES,YES,NO,3,35,48,17,Yes,2012,sandy clay loam,clay loam
56702624,RO,NO,YES,NO,NO,9,58,13,29,Yes,2012,clay,silty clay
56702444,BG,NO,YES,YES,YES,,87,2,11,Yes,2012,clay,clay
56702372,BG,NO,YES,YES,YES,,46,2,52,Yes,2012,silty clay,silty clay
56702354,BG,NO,YES,YES,YES,42,26,27,47,Yes,2012,loam,silty loam
56702146,EL,YES,NO,YES,YES,22,10,59,31,Yes,2009,sandy loam,silty loam
56682820,RO,NO,YES,YES,YES,16,17,23,60,Yes,2012,silt loam,silty loam
56682748,RO,NO,YES,NO,YES,7,23,64,13,Yes,2012,sandy clay loam,clay loam
56682726,RO,NO,YES,YES,YES,10,63,23,14,Yes,2012,clay,clay
56682682,RO,NO,YES,NO,NO,,11,75,14,Yes,2012,sandy loam,loam
56682636,RO,NO,YES,YES,NO,41,5,2,93,Yes,2012,silt,silty loam
56682592,RO,NO,YES,NO,YES,13,55,6,39,Yes,2012,clay,silty clay
56682550,RO,NO,YES,NO,NO,,68,12,20,Yes,2012,clay,clay
56682510,RO,NO,YES,NO,YES,23,59,2,39,Yes,2012,clay,silty clay
56682466,BG,NO,YES,YES,YES,,41,1,58,Yes,2012,silty clay,silty clay
56682316,BG,NO,YES,YES,NO,,54,17,29,Yes,2012,clay,silty clay
56682268,BG,NO,YES,YES,YES,15,9,8,83,Yes,2012,silt,silty loam
56682258,BG,NO,YES,YES,YES,2,44,35,21,Yes,2012,clay,clay
56682240,BG,NO,YES,NO,YES,,22,46,32,Yes,2012,loam,silty loam
56682222,BG,NO,YES,NO,YES,1,6,39,55,Yes,2012,silt loam,silty loam
56682190,EL,YES,NO,YES,YES,10,25,47,29,Yes,2009,sandy clay loam,silty loam
56662792,RO,NO,YES,YES,YES,35,18,7,75,Yes,2012,silt loam,silty loam
56662778,RO,NO,YES,YES,NO,29,7,11,82,Yes,2012,silt,silty loam
56662738,RO,NO,YES,YES,YES,9,49,29,22,Yes,2012,clay,clay
56662698,RO,NO,YES,NO,NO,12,17,72,11,Yes,2012,sandy loam,loam
56662656,RO,NO,YES,YES,YES,14,14,1,85,Yes,2012,silt loam,silty loam
56662608,RO,NO,YES,NO,NO,14,55,9,36,Yes,2012,clay,silty clay
56662432,BG,NO,YES,YES,YES,13,25,4,71,Yes,2012,silt loam,silty loam
56662410,BG,NO,YES,NO,YES,,95,4,1,Yes,2012,clay,clay
56662360,BG,NO,YES,YES,YES,,34,21,45,Yes,2012,clay loam,silty clay loam
56662338,BG,NO,YES,YES,YES,,14,68,18,Yes,2012,sandy loam,loam
56662284,BG,NO,YES,NO,NO,,48,19,33,Yes,2012,clay,silty clay
56662230,BG,NO,YES,YES,YES,4,20,47,33,Yes,2012,loam,silty loam
56662180,EL,YES,NO,YES,YES,11,5,74,21,Yes,2009,sandy loam,loamy sand
56661496,EL,NO,NO,YES,NO,13,30,18,53,Yes,2015,silty clay loam,silty clay loam
56661478,EL,YES,NO,YES,NO,7,23,35,42,Yes,2009,loam,silty loam
56642674,RO,NO,YES,NO,YES,,49,7,44,Yes,2012,silty clay,silty clay
56642566,RO,NO,YES,YES,YES,,14,24,62,Yes,2012,silt loam,silty loam
56642524,RO,NO,YES,NO,NO,,,,,No,,,
56642452,BG,NO,YES,YES,YES,,44,1,55,Yes,2012,silty clay,silty clay
56642422,BG,NO,YES,YES,YES,,87,4,9,Yes,2012,clay,clay
56642296,BG,NO,YES,YES,YES,,57,5,38,Yes,2012,clay,silty clay
56642260,BG,NO,YES,NO,NO,7,24,50,26,Yes,2012,sandy clay loam,silty loam
56642232,BG,NO,YES,YES,YES,13,19,68,13,Yes,2012,sandy loam,loam
56642224,BG,NO,YES,YES,YES,8,51,28,21,Yes,2012,clay,clay
56622714,RO,NO,YES,YES,YES,27,66,22,12,Yes,2012,clay,clay
56622516,RO,NO,YES,YES,YES,20,60,5,35,Yes,2012,clay,silty clay
56622418,BG,NO,YES,NO,YES,5,50,46,4,Yes,2012,sandy clay,clay
56622382,BG,NO,YES,NO,NO,19,60,6,34,Yes,2012,clay,silty clay
56622264,BG,NO,YES,YES,YES,6,5,87,8,Yes,2012,loamy sand,loamy sand
56622238,BG,NO,YES,YES,YES,,17,66,17,Yes,2012,sandy loam,loam
56622210,EL,YES,NO,YES,YES,19,46,30,24,Yes,2009,clay,clay
56622184,BG,NO,YES,YES,YES,9,39,41,20,Yes,2012,clay loam,clay
56621496,EL,YES,NO,YES,YES,3,20,32,48,Yes,2009,loam,silty loam
56602794,RO,NO,YES,YES,NO,8,45,33,22,Yes,2012,clay,clay
56602728,RO,NO,YES,YES,YES,27,58,25,17,Yes,2012,clay,clay
56602610,RO,NO,NO,NO,YES,,,,,No,,,
56602362,BG,NO,YES,YES,YES,,24,34,42,Yes,2012,loam,silty loam
56582716,RO,NO,YES,YES,NO,1,54,37,9,Yes,2012,clay,clay
56582712,RO,NO,YES,YES,YES,7,54,10,36,Yes,2012,clay,silty clay
56582702,RO,NO,YES,YES,NO,49,54,21,25,Yes,2012,clay,clay
56582694,RO,NO,YES,NO,YES,16,84,4,12,Yes,2012,clay,clay
56582658,RO,NO,YES,YES,YES,,18,4,78,Yes,2012,silt loam,silty loam
56582654,RO,NO,YES,YES,YES,47,65,11,24,Yes,2012,clay,clay
56582630,RO,NO,YES,YES,NO,52,10,2,88,Yes,2012,silt,silty loam
56582460,BG,NO,YES,YES,YES,,48,1,51,Yes,2012,silty clay,silty clay
56582410,BG,NO,YES,NO,NO,,56,7,37,Yes,2012,clay,silty clay
56582360,BG,NO,YES,NO,NO,,5,40,55,Yes,2012,silt loam,silty loam
56582258,BG,NO,YES,YES,YES,4,15,31,54,Yes,2012,silt loam,silty loam
56582212,EL,NO,NO,NO,YES,,,,,No,,,
56582208,EL,YES,NO,NO,NO,20,25,50,25,Yes,2009,sandy clay loam,silty loam
56562836,RO,NO,YES,YES,YES,49,67,4,29,Yes,2012,clay,silty clay
56562818,RO,NO,YES,YES,YES,8,57,19,24,Yes,2012,clay,clay
56562804,RO,NO,YES,YES,NO,34,43,33,24,Yes,2012,clay,clay
56562740,RO,NO,YES,YES,NO,,19,65,16,Yes,2012,sandy loam,loam
56562638,RO,NO,YES,YES,NO,28,9,45,46,Yes,2012,loam,silty loam
56562588,RO,NO,YES,YES,YES,17,9,1,90,Yes,2012,silt,silty loam
56562560,RO,NO,YES,NO,YES,,51,27,22,Yes,2012,clay,clay
56562494,RO,NO,YES,YES,NO,61,61,3,36,Yes,2012,clay,silty clay
56562458,BG,NO,YES,YES,YES,,53,1,46,Yes,2012,silty clay,silty clay
56562426,BG,NO,YES,NO,NO,7,55,17,28,Yes,2012,clay,silty clay
56562372,BG,NO,YES,YES,YES,47,24,8,68,Yes,2012,silt loam,silty loam
56562344,BG,NO,YES,YES,YES,16,38,22,40,Yes,2012,clay loam,silty clay loam
56562290,BG,NO,YES,YES,YES,38,58,7,35,Yes,2012,clay,silty clay
56562264,BG,NO,YES,NO,NO,,15,63,22,Yes,2012,sandy loam,loam
56562182,BG,NO,YES,YES,YES,,11,70,19,Yes,2012,sandy loam,loamy sand
56542780,RO,NO,YES,YES,NO,13,43,33,24,Yes,2012,clay,clay
56542766,RO,NO,YES,YES,NO,59,48,29,23,Yes,2012,clay,clay
56542610,RO,NO,YES,NO,NO,3,49,28,23,Yes,2012,clay,clay
56542574,RO,NO,YES,NO,NO,2,31,44,25,Yes,2012,clay loam,silty clay loam
56542550,RO,NO,YES,NO,NO,,52,10,38,Yes,2012,clay,silty clay
56542538,RO,NO,YES,YES,NO,21,62,12,26,Yes,2012,clay,silty clay
56542502,RO,NO,YES,YES,NO,49,66,2,32,Yes,2012,clay,silty clay
56542484,RO,NO,YES,NO,NO,57,36,32,32,Yes,2012,clay loam,silty clay loam
56542466,BG,NO,YES,YES,NO,,42,1,57,Yes,2012,silty clay,silty clay
56542258,BG,NO,YES,YES,YES,7,33,35,32,Yes,2012,clay loam,silty clay loam
56542222,BG,NO,YES,NO,YES,,19,50,31,Yes,2012,loam,silty loam
